cw_num,product_area,person_id,st_created_date,work_order_accepted_date,worker_cost_center,complaince_activation_include_weekend,username,location_country,worker_access_type,ST_start_date,st_start_month,pw_reset_date,supplier_name,parent_supplier_name,is_saksham,location_region,location_type,hw_date_shipped,hw_estimated_delivery_date,hw_recd_dt,idv_date,idv_decision_date,idv_approval_date,idv_exception,gvc_invite_created_dt,remote_access_date_source,worker_type,cnt_class_dates,net_onboarding_date,delivery_update,transfer_flag,bulk_shipment,manager_pref_for_hw_shipping,manager_hierarchy_user_names,hiring_manager_username,has_equipment,worker_active_flag,onboard_date_v2,derived_onboarding_status,sla_end_to_end,sla_end_to_end_exclude_weekend1,sla_xws_exclude_weekend1,is_chromebook,location_site,location_code,manual_onboarding_status,WorkerType,EquipmentAssigned,ChromebookAssigned,source_system,Equipment_Type,reattempt,sub_act,time_to_onboard_include_weekend,wo_adv_std_include_weekend,gvc_act,eqp_gvc,comp_eqp_include_weekend,time_to_onboard_exclude_weekend,wo_adv_std_exclude_weekend,comp_eqp_exclude_weekend,complaince_activation_exclude_weekend,xws_activation_to_idv,xws_idv_to_system_activation,last_refresh_date,access_flag,access_flag_unrestricted,access_flag_supplier,access_flag_pa,access_flag_supplier_pa,access_flag_manager
G-CW-00969019,T&S,1288179,2025-04-17,2025-04-17,7EX,1,mohdborhan,Malaysia,Equipment and Access,2025-04-24,2025-04-01,2025-04-24,ACCENTURE PLC,ACCENTURE PLC,NA,APAC,GOVO,null,null,2025-04-22,2025-05-09,2025-04-25,2025-04-24,FALSE,2025-04-25,null,Vendor,1,2025-04-24,2025-04-22,null,NO,null,sateeshdiwan|manojparik|eroussellier|annathomp|kcourington|kwalker|sundar,sateeshdiwan,null,Yes,2025-04-24,6. Onboarded,7,5,1,,MY-KUL,MY-KUL-SEN,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,7,7,7,-1,3,5,5,5,3,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00968434,T&S,1556042,2025-04-16,2025-04-16,6A6,4,cherryannec,Philippines,Equipment and Access,2025-04-17,2025-04-01,2025-04-21,ACCENTURE PLC,ACCENTURE PLC,NA,APAC,GOVO,null,null,2025-04-21,2025-05-01,2025-04-17,2025-04-17,FALSE,2025-04-22,Ganpati Group,Vendor,1,2025-04-21,2025-04-21,null,NO,null,sumeetpd|toriblake|annathomp|kcourington|kwalker|sundar,sumeetpd,NO,Yes,2025-04-21,6. Onboarded,5,3,2,,PH-QZT,PH-QZT-VNCC2,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,5,5,1,-1,1,5,3,1,3,2,0,2,1745910103306887,UA,Yes,No,No,No,No
G-CW-00968878,gTech,1556317,2025-04-17,2025-04-17,13X,3,vandatn,Malaysia,Access Only,2025-04-18,2025-04-01,2025-04-21,TELEDIRECT PTE LTD,TDCX,NA,APAC,GOVO,null,null,2025-04-17,2025-05-02,2025-04-18,2025-04-17,FALSE,2025-04-22,Ganpati Group,Vendor,1,2025-04-21,2025-04-17,null,NO,null,banerjeep|sandhu|jyotsnas|mduggirala|arijit|sauquet|philipps|sundar,banerjeep,null,Yes,2025-04-21,6. Onboarded,4,2,1,,MY-KUL,MY-KUL-MSL,null,Vendor,No,FALSE,all_aboard,Saksham,1,4,4,1,-1,5,1,2,1,1,1,0,1,1745910103306887,UA,Yes,No,No,No,No
G-CW-00946925,Access,1363464,2025-03-04,2025-03-04,7BI,46,tbaird,United States,Equipment and Access,2025-03-06,2025-03-01,2025-04-21,DYCOM INDUSTRIES,"DYCOM INDUSTRIES, INC.",NA,NORTH AMERICA,VOVO,2024-01-16,2024-01-17,2025-03-27,2025-04-28,2025-04-14,2025-03-06,FALSE,2025-04-21,Ganpati Group,Vendor,1,2025-04-21,2025-03-27,null,NO,null,kylemloftus|hawkinsc|jdemar|andysimpson|dhegar|rlaurenzano|dinni|sundar,kylemloftus,NO,Yes,2025-04-21,6. Onboarded,48,34,32,,US-REMOTE,US-REMOTE-MO,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,48,48,2,1,25,23,34,2,17,32,0,32,1745910103306887,UA,Yes,No,No,No,No
G-CW-00971251,gCS,1264373,2025-04-22,2025-04-22,0SI,4,emanuelleb,Brazil,Access Only,2025-04-24,2025-04-01,2025-04-28,TTEC HOLDINGS INC,"TELETECH HOLDINGS, INC.",NA,LATAM,VOVO,null,null,2025-04-24,2025-05-09,2025-04-25,2025-04-25,FALSE,2025-04-28,Ganpati Group,Vendor,1,2025-04-28,2025-04-24,null,NO,null,raquelaraujo|lucila|melissanguyen|jnicoletti|selin|philipps|sundar,raquelaraujo,null,Yes,2025-04-28,6. Onboarded,6,4,2,,BR-REMOTE,BR-REMOTE-GEN,null,Vendor,No,FALSE,all_aboard,Saksham,1,6,6,2,1,4,2,4,2,2,2,1,1,1745910103306887,UA,Yes,No,No,No,No
G-CW-00968061,Technical Infrastructure,1555258,2025-04-15,2025-04-15,3PL,6,bentsienchill,United States,Equipment and Access,2025-04-17,2025-04-01,2025-04-23,GXO LOGISTICS WORLDWIDE LLC,GXO LOGISTICS WORLDWIDE LLC,NA,NORTH AMERICA,Special Use,null,null,2025-04-16,2025-05-07,2025-04-23,2025-04-23,FALSE,2025-04-23,Ganpati Group,Vendor,1,2025-04-23,2025-04-16,null,NO,null,shawnymahoney|derrickedwards|davlopez|stewartbt|moniquepicou|btreynor|tkurian|sundar,shawnymahoney,NO,Yes,2025-04-23,6. Onboarded,8,6,4,,US-IAD,US-IAD-SBP1A,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,8,8,2,1,7,1,6,2,1,4,4,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00970736,YouTube,1289572,2025-04-22,2025-04-22,YT9,1,ssshruti,India,Access Only,2025-04-23,2025-04-01,2025-04-24,CONCENTRIX,CONCENTRIX CORPORATION,NA,APAC,GOVO,null,2025-04-25,2025-04-23,2025-05-08,2025-04-24,2025-04-23,FALSE,2025-04-24,Ganpati Group,Vendor,1,2025-04-24,2025-04-23,null,NO,null,groverbennett|manvig|veapen|vicheta|cwire|mecoe|nmohan|sundar,groverbennett,null,Yes,2025-04-24,6. Onboarded,2,2,1,,IN-GUR,IN-GUR-SIGC,null,Vendor,No,FALSE,all_aboard,Saksham,1,2,2,1,1,1,1,2,1,1,1,0,1,1745910103306887,UA,Yes,No,No,No,No
G-CW-00967100,Waymo,1554620,2025-04-14,2025-04-14,7QK,5,euryjen,Philippines,Equipment and Access,2025-04-16,2025-04-01,2025-04-21,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,NA,APAC,GOVO,null,null,2025-04-15,2025-05-05,2025-04-21,2025-04-21,FALSE,2025-04-21,Ganpati Group,Vendor,1,2025-04-21,2025-04-15,null,NO,null,abowman|gborghi|lcavalcante|cdredge|crmcnamara|tekedra|sundar,abowman,NO,Yes,2025-04-21,6. Onboarded,7,5,3,,PH-MNL,PH-MNL-UBT1,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,7,7,2,1,6,1,5,2,1,3,3,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00966104,T&S,1147077,2025-04-11,2025-04-11,6S8,7,sitansu,India,Equipment and Access,2025-04-14,2025-04-01,2025-04-21,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,NA,APAC,GOVO,null,2025-04-16,2025-04-21,2025-05-05,2025-04-21,2025-04-13,FALSE,null,Ganpati Group,Vendor,1,2025-04-21,2025-04-21,null,NO,null,jujuhage|lgrogan|annathomp|kcourington|kwalker|sundar,jujuhage,NO,Yes,2025-04-21,6. Onboarded,10,6,5,,IN-HYD,IN-HYD-FLX1,null,Vendor,Yes,FALSE,all_aboard,Non-Saksham,1,10,10,3,null,null,10,6,1,6,5,0,5,1745910103306887,UA,Yes,No,No,No,No
G-CW-00971390,Technical Infrastructure,1535770,2025-04-22,2025-04-22,650,1,sharondaw,United States,Equipment and Access,2025-04-24,2025-04-01,2025-04-24,GXO LOGISTICS WORLDWIDE LLC,GXO LOGISTICS WORLDWIDE LLC,NA,NORTH AMERICA,VOVO,null,null,2025-04-23,2025-05-08,2025-04-24,2025-04-24,FALSE,2025-04-24,Ganpati Group,Vendor,1,2025-04-24,2025-04-23,null,NO,null,aspiration|dgaska|mdemuth|stewartbt|moniquepicou|btreynor|tkurian|sundar,aspiration,null,Yes,2025-04-24,6. Onboarded,2,2,1,,US-REMOTE,US-REMOTE-GA,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,2,2,2,1,1,1,2,2,1,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969909,gTech,1557455,2025-04-21,2025-04-21,16T,3,priyankabera,India,Access Only,2025-04-24,2025-04-01,2025-04-27,TELEPERFORMANCE SE,TELEPERFORMANCE SE,NA,APAC,VOVO,null,null,2025-04-24,2025-05-12,2025-04-28,2025-04-27,FALSE,2025-04-28,Ganpati Group,Vendor,1,2025-04-27,2025-04-24,null,NO,null,anupamas|abhishekmenon|patchoa|saikatmitra|arijit|sauquet|philipps|sundar,anupamas,null,Yes,2025-04-27,6. Onboarded,6,5,2,,IN-REMOTE,IN-REMOTE-GEN,null,Vendor,No,FALSE,all_aboard,Saksham,1,6,6,3,-1,4,3,5,3,3,2,2,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00970206,YouTube,1150891,2025-04-21,2025-04-21,6Q6,6,reminareile,Philippines,Equipment and Access,2025-04-22,2025-04-01,2025-04-28,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,NA,APAC,GOVO,null,2025-04-24,2025-04-22,2025-05-06,2025-04-22,2025-04-22,FALSE,2025-04-28,Ganpati Group,Vendor,1,2025-04-28,2025-04-22,null,NO,null,wuppuluru|mathewjoseph|vicheta|cwire|mecoe|nmohan|sundar,wuppuluru,null,Yes,2025-04-28,6. Onboarded,7,5,4,,PH-QZT,PH-QZT-VNCC2,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,7,7,1,1,6,1,5,1,1,4,0,4,1745910103306887,UA,Yes,No,No,No,No
G-CW-00971617,gTech,736346,2025-04-23,2025-04-23,0G3,2,parmarpooja,India,Access Only,2025-04-25,2025-04-01,2025-04-27,TECH MAHINDRA LIMITED,TECH MAHINDRA LIMITED,NA,APAC,VOVO,null,null,2025-04-25,2025-05-11,2025-04-27,2025-04-27,FALSE,2025-04-28,Ganpati Group,Vendor,1,2025-04-27,2025-04-25,null,NO,null,gautamdhar|benjaminlin|sarala|doina|arijit|sauquet|philipps|sundar,gautamdhar,null,Yes,2025-04-27,6. Onboarded,4,3,1,,IN-REMOTE,IN-REMOTE-GEN,null,Vendor,No,FALSE,all_aboard,Saksham,1,4,4,2,-1,3,2,3,2,2,1,1,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00971526,T&S,1558957,2025-04-23,2025-04-23,7EX,1,anantasain,India,Access Only,2025-04-25,2025-04-01,2025-04-25,WIPRO LIMITED,WIPRO LIMITED,NA,APAC,GOVO,null,null,2025-04-24,2025-05-09,2025-04-25,2025-04-25,FALSE,2025-04-25,null,Vendor,1,2025-04-25,2025-04-24,null,NO,null,anmolgarg|manishkagarwal|vchandra|jayakumars|kcourington|kwalker|sundar,anmolgarg,null,Yes,2025-04-25,6. Onboarded,2,2,1,,IN-HYD,IN-HYD-SAR3,null,Vendor,No,FALSE,all_aboard,Saksham,1,2,2,2,1,1,1,2,2,1,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00967641,Technical Infrastructure,1555130,2025-04-15,2025-04-15,3PL,6,mtenney,United States,Equipment and Access,2025-04-16,2025-04-01,2025-04-22,SCHENKER,DEUTSCHE BAHN AG,NA,NORTH AMERICA,Special Use,null,null,2025-04-22,2025-05-06,2025-04-22,2025-04-22,FALSE,2025-04-22,Ganpati Group,Vendor,1,2025-04-22,2025-04-22,null,NO,null,marrerow|tylerburd|tammyw|stewartbt|moniquepicou|btreynor|tkurian|sundar,marrerow,NO,Yes,2025-04-22,6. Onboarded,7,5,4,,US-RNO,US-RNO-STY1A,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,7,7,1,1,0,7,5,1,5,4,4,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969817,T&S,1557654,2025-04-21,2025-04-21,6S8,3,schejerla,India,Access Only,2025-04-22,2025-04-01,2025-04-25,WIPRO LIMITED,WIPRO LIMITED,NA,APAC,GOVO,null,null,null,2025-05-07,2025-04-23,2025-04-23,FALSE,2025-04-25,null,Vendor,1,2025-04-25,null,null,NO,null,debjyotig|amriteshwars|manishkagarwal|vchandra|jayakumars|kcourington|kwalker|sundar,debjyotig,null,Yes,2025-04-25,6. Onboarded,4,4,3,,IN-HYD,IN-HYD-SAR3,null,Vendor,No,FALSE,all_aboard,Saksham,1,4,4,1,1,null,null,4,1,null,3,1,2,1745910103306887,UA,Yes,No,No,No,No
G-CW-00970375,Finance,1557995,2025-04-21,2025-04-21,69K,2,hasnainmd,India,Equipment and Access,2025-04-23,2025-04-01,2025-04-25,KPMG,KPMG INTERNATIONAL COOPERATIVE,NA,APAC,VOVO,null,null,2025-04-22,2025-05-09,2025-04-25,2025-04-23,FALSE,2025-04-25,Ganpati Group,Vendor,1,2025-04-25,2025-04-22,null,NO,null,blakeelewiss|kkozen|stasi|athuener|aashkenazi|sundar,blakeelewiss,null,Yes,2025-04-25,6. Onboarded,4,4,2,,IN-REMOTE,IN-REMOTE-GEN,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,4,4,2,1,3,1,4,2,1,2,0,2,1745910103306887,UA,Yes,No,No,No,No
G-CW-00971936,REWS,1075209,2025-04-23,2025-04-23,66V,1,richmagana,United States,Access Only,2025-04-24,2025-04-01,2025-04-25,"INTER-CON SECURITY SYSTEMS, INC.","INTER-CON SECURITY SYSTEMS, INC.",NA,NORTH AMERICA,GOGO,null,null,2025-04-24,2025-05-08,2025-04-24,2025-04-24,FALSE,2025-04-25,Ganpati Group,Vendor,1,2025-04-25,2025-04-24,null,NO,null,wwalters|engkilterra|kurtclarke|hector|mfrisby|abaer|markwrightson|chrisrackow|scottfoster|ruthporat|sundar,wwalters,null,Yes,2025-04-25,6. Onboarded,2,2,1,,US-MTV,US-MTV-CE,null,Vendor,No,FALSE,all_aboard,Saksham,1,2,2,1,1,1,1,2,1,1,1,0,1,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969960,gTech,798382,2025-04-21,2025-04-21,17S,1,kummarim,India,Access Only,2025-04-22,2025-04-01,2025-04-22,GENPACT LIMITED,GENPACT INTERNATIONAL INC,NA,APAC,VOVO,null,null,2025-04-21,2025-05-07,2025-04-23,2025-04-22,FALSE,2025-04-23,Ganpati Group,Vendor,1,2025-04-22,2025-04-21,null,NO,null,jongladrillo|jigyasasaxena|wayneraven|suemorris|iloughran|sauquet|philipps|sundar,jongladrillo,null,Yes,2025-04-22,6. Onboarded,1,1,1,,IN-REMOTE,IN-REMOTE-GEN,null,Vendor,No,FALSE,all_aboard,Saksham,1,1,1,1,-1,2,1,1,1,1,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00965547,gCS,1553052,2025-04-10,2025-04-10,0TH,8,panpanl,China,Equipment and Access,2025-04-16,2025-04-01,2025-04-24,ACCENTURE PLC,ACCENTURE PLC,NA,APAC,VOVO,null,null,2025-04-24,2025-05-05,2025-04-21,null,TRUE,2025-04-25,Ganpati Group,Vendor,1,2025-04-24,2025-04-24,null,NO,null,eddychang|ruifeng|alapb|abedekar|johnsullivan|selin|philipps|sundar,eddychang,NO,Yes,2025-04-24,6. Onboarded,14,10,6,,CN-REMOTE,CN-REMOTE-GEN,null,Vendor,Yes,FALSE,all_aboard,Non-Saksham,1,14,14,6,-1,1,14,10,4,10,6,0,6,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969124,Cloud,1374342,2025-04-17,2025-04-17,1R1,1,syedaay,India,Equipment and Access,2025-04-22,2025-04-01,2025-04-23,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,NA,APAC,VOVO,null,null,2025-04-22,2025-05-07,2025-04-23,2025-04-23,FALSE,2025-04-23,Ganpati Group,Vendor,1,2025-04-23,2025-04-22,null,NO,null,amishi|dashmore|kmrichardson|ivaturi|anasosman|francisdesouza|tkurian|sundar,amishi,null,Yes,2025-04-23,6. Onboarded,6,4,1,,IN-REMOTE,IN-REMOTE-GEN,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,6,6,5,1,1,5,4,3,3,1,1,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969203,Technical Infrastructure,1556597,2025-04-17,2025-04-17,3PL,1,claytonwade,United States,Equipment and Access,2025-04-22,2025-04-01,2025-04-22,GXO LOGISTICS WORLDWIDE LLC,GXO LOGISTICS WORLDWIDE LLC,NA,NORTH AMERICA,Special Use,null,null,2025-04-21,2025-05-06,2025-04-22,2025-04-22,FALSE,2025-04-22,Ganpati Group,Vendor,1,2025-04-22,2025-04-21,null,NO,null,hernanreyes|tylerburd|tammyw|stewartbt|moniquepicou|btreynor|tkurian|sundar,hernanreyes,null,Yes,2025-04-22,6. Onboarded,5,3,1,,US-PRY,US-PRY-DAT1,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,5,5,5,1,1,4,3,3,2,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00970138,REWS,1557856,2025-04-21,2025-04-21,535,1,badge-1557856,India,Badge Only,2025-04-23,2025-04-01,null,COMPASS GROUP PLC,COMPASS GROUP PLC,Badge Only,APAC,GOVO,null,null,null,null,null,null,FALSE,null,null,Vendor,1,2025-04-23,null,null,NO,null,anitapadman|malcolmo|pcullen|giulia|scottfoster|ruthporat|sundar,anitapadman,null,Yes,2025-04-23,6. Onboarded,2,2,1,,IN-HYD,IN-HYD-BLKE,null,Vendor,No,FALSE,all_aboard,Saksham,1,2,2,2,null,null,null,2,2,null,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00970029,T&S,1557599,2025-04-21,2025-04-21,6S8,5,mulavasetty,India,Equipment and Access,2025-04-22,2025-04-01,2025-04-27,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,NA,APAC,GOVO,null,null,2025-04-26,2025-05-08,2025-04-24,2025-04-24,FALSE,2025-04-26,Ganpati Group,Vendor,1,2025-04-27,2025-04-26,null,NO,null,jujuhage|lgrogan|annathomp|kcourington|kwalker|sundar,jujuhage,null,Yes,2025-04-27,6. Onboarded,6,5,4,,IN-HYD,IN-HYD-FLX1,null,Vendor,Yes,FALSE,all_aboard,Non-Saksham,1,6,6,1,1,0,5,5,1,5,4,2,2,1745910103306887,UA,Yes,No,No,No,No
G-CW-00971012,Cloud,1555835,2025-04-22,2025-04-22,1R1,4,morenoalcaraz,Mexico,Access Only,2025-04-24,2025-04-01,2025-04-28,TATA GROUP,TATA GROUP,NA,LATAM,VOVO,null,null,2025-04-23,2025-05-12,2025-04-28,2025-04-28,FALSE,2025-04-28,Ganpati Group,Vendor,1,2025-04-28,2025-04-23,null,NO,null,dashmore|kmrichardson|ivaturi|anasosman|francisdesouza|tkurian|sundar,dashmore,null,Yes,2025-04-28,6. Onboarded,6,4,2,,MX-REMOTE,MX-REMOTE-GEN,null,Vendor,No,FALSE,all_aboard,Saksham,1,6,6,2,1,5,1,4,2,1,2,2,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00971373,Technical Infrastructure,1558694,2025-04-22,2025-04-22,650,1,dmccathern,United States,Equipment and Access,2025-04-24,2025-04-01,2025-04-24,GXO LOGISTICS WORLDWIDE LLC,GXO LOGISTICS WORLDWIDE LLC,NA,NORTH AMERICA,VOVO,null,null,2025-04-23,2025-05-08,2025-04-24,2025-04-24,FALSE,2025-04-24,Ganpati Group,Vendor,1,2025-04-24,2025-04-23,null,NO,null,santanamatthew|smithjim|samespada|mdemuth|stewartbt|moniquepicou|btreynor|tkurian|sundar,santanamatthew,null,Yes,2025-04-24,6. Onboarded,2,2,1,,US-REMOTE,US-REMOTE-OK,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,2,2,2,1,1,1,2,2,1,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00970689,Finance,1558294,2025-04-22,2025-04-22,6P4,1,dmakadia,India,Equipment and Access,2025-04-23,2025-04-01,2025-04-24,GEP WORLDWIDE,GEP WORLDWIDE,NA,APAC,VOVO,null,null,2025-04-23,2025-05-08,2025-04-24,2025-04-24,FALSE,2025-04-24,null,Vendor,1,2025-04-24,2025-04-23,null,NO,null,mollykengor|dianemenninger|krishhari|jennifermoceri|vickieckert|aashkenazi|sundar,mollykengor,null,Yes,2025-04-24,6. Onboarded,2,2,1,,IN-REMOTE,IN-REMOTE-GEN,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,2,2,1,1,1,1,2,1,1,1,1,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00969784,gCS,1557343,2025-04-21,2025-04-21,0SM,2,kumarabhishekm,India,Access Only,2025-04-22,2025-04-01,2025-04-24,WNS (HOLDINGS) LIMITED,WNS (HOLDINGS) LIMITED,NA,APAC,VOVO,null,null,2025-04-22,2025-05-07,2025-04-23,2025-04-23,FALSE,2025-04-23,Ganpati Group,Vendor,1,2025-04-24,2025-04-22,null,NO,null,nakulmakharia|grusche|melissanguyen|jnicoletti|selin|philipps|sundar,nakulmakharia,null,Yes,2025-04-24,6. Onboarded,3,3,2,,IN-REMOTE,IN-REMOTE-GEN,null,Vendor,No,FALSE,all_aboard,Saksham,1,3,3,1,1,1,1,3,1,1,2,1,1,1745910103306887,UA,Yes,No,No,No,No
G-CW-00970191,Technical Infrastructure,1558010,2025-04-21,2025-04-21,410,1,muthugowda,India,Equipment and Access,2025-04-24,2025-04-01,2025-04-24,ACCENTURE PLC,ACCENTURE PLC,NA,APAC,GOVO,null,null,null,2025-05-08,2025-04-24,2025-04-24,FALSE,2025-04-25,Ganpati Group,Vendor,1,2025-04-24,null,null,NO,null,mikeboyle|amitgoel|shubaa|kehat|moniquepicou|btreynor|tkurian|sundar,mikeboyle,null,Yes,2025-04-24,6. Onboarded,3,3,1,,IN-BLR,IN-BLR-PUCA,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,3,3,3,-1,null,null,3,3,null,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00967863,T&S,1212195,2025-04-15,2025-04-15,6S8,4,samitesh,India,Equipment and Access,2025-04-17,2025-04-01,2025-04-21,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,NA,APAC,GOVO,null,2025-04-19,2025-04-16,2025-05-01,2025-04-17,2025-04-17,FALSE,2025-04-21,null,Vendor,1,2025-04-21,2025-04-16,null,NO,null,vidhyaa|eroussellier|annathomp|kcourington|kwalker|sundar,vidhyaa,NO,Yes,2025-04-21,6. Onboarded,6,4,2,,IN-HYD,IN-HYD-FLX1,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,6,6,2,1,5,1,4,2,1,2,0,2,1745910103306887,UA,Yes,No,No,No,No
G-CW-00970186,Waymo,901973,2025-04-21,2025-04-21,7QL,4,shardayz,United States,Access Only,2025-04-24,2025-04-01,2025-04-28,"TASKUS, INC.","TASKUS, INC.",NA,NORTH AMERICA,Special Use,null,null,null,2025-05-09,2025-04-25,2025-04-25,FALSE,2025-04-28,Ganpati Group,Vendor,1,2025-04-28,null,null,NO,null,briankramer|cwalinski|lcavalcante|cdredge|crmcnamara|tekedra|sundar,briankramer,null,Yes,2025-04-28,6. Onboarded,7,5,2,,US-PHX,US-PHX-3RD1224,null,Vendor,No,FALSE,all_aboard,Saksham,1,7,7,3,1,null,null,5,3,null,2,1,1,1745910103306887,UA,Yes,No,No,No,No
G-CW-00970371,Technical Infrastructure,,2025-04-21,2025-04-21,610,1,,null,Probable Badge Only,2025-04-24,2025-04-01,null,"HOLDER CONSTRUCTION GROUP, LLC","HOLDER CONSTRUCTION GROUP, LLC",Badge Only,NORTH AMERICA,null,null,null,null,null,null,null,FALSE,null,null,Vendor,1,2025-04-24,null,null,NO,null,carstondick|gordenm|stevenford|allenware|alexmj|btreynor|tkurian|sundar,carstondick,null,null,2025-04-24,3. Pending Compliance,3,3,1,,US-FWA,US-FWA-ADC1A,null,Vendor,No,FALSE,all_aboard,Saksham,null,3,3,3,null,null,null,3,3,null,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00970304,Technical Infrastructure,1557726,2025-04-21,2025-04-21,65H,1,andyguerrero,United States,Access Only,2025-04-22,2025-04-01,2025-04-22,ALLIED UNIVERSAL,ALLIED UNIVERSAL,NA,NORTH AMERICA,Special Use,null,null,2025-04-22,2025-05-06,2025-04-22,2025-04-22,FALSE,2025-04-22,Ganpati Group,Vendor,1,2025-04-22,2025-04-22,null,NO,null,cpappe|enoyes|hviccione|obrienkevin|alexmj|btreynor|tkurian|sundar,cpappe,null,Yes,2025-04-22,6. Onboarded,1,1,1,,US-PHX,US-PHX-MSASEC1,null,Vendor,No,FALSE,all_aboard,Saksham,1,1,1,1,1,0,1,1,1,1,0,0,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00967337,POps,1554973,2025-04-15,2025-04-15,6J3,8,bshringeri,India,Access Only,2025-04-16,2025-04-01,2025-04-24,ACCENTURE PLC,ACCENTURE PLC,NA,APAC,VOVO,null,null,null,2025-05-07,2025-04-23,2025-04-23,FALSE,2025-04-24,Ganpati Group,Vendor,1,2025-04-24,null,null,NO,null,alexandraabed|vyomikasahni|richardpollin|vishalpathak|chartay|tomdewaele|fcicconi|sundar,alexandraabed,YES,Yes,2025-04-24,6. Onboarded,9,7,6,,IN-REMOTE,IN-REMOTE-GEN,null,Vendor,No,FALSE,all_aboard,Saksham,1,9,9,1,1,null,null,7,1,null,6,5,1,1745910103306887,UA,Yes,No,No,No,No
G-CW-00968049,Technical Infrastructure,1522337,2025-04-15,2025-04-15,3PL,6,mcguirem,United States,Equipment and Access,2025-04-17,2025-04-01,2025-04-23,GXO LOGISTICS WORLDWIDE LLC,GXO LOGISTICS WORLDWIDE LLC,NA,NORTH AMERICA,Special Use,null,null,2025-04-16,2025-05-07,2025-04-23,2025-04-23,FALSE,2025-04-23,Ganpati Group,Vendor,1,2025-04-23,2025-04-16,null,NO,null,gmcdermott|derrickedwards|davlopez|stewartbt|moniquepicou|btreynor|tkurian|sundar,gmcdermott,NO,Yes,2025-04-23,6. Onboarded,8,6,4,,US-LNR,US-LNR-DAT1,null,Vendor,Yes,TRUE,all_aboard,Saksham,1,8,8,2,1,7,1,6,2,1,4,4,0,1745910103306887,UA,Yes,No,No,No,No
G-CW-00968508,Cloud,1235832,2025-04-16,2025-04-16,JHU,4,alokkumarsahu,India,Access Only,2025-04-18,2025-04-01,2025-04-22,DELOITTE,DELOITTE TOUCHE TOHMATSU LIMITED,NA,APAC,VOVO,null,null,2025-04-22,2025-05-02,2025-04-18,2025-04-18,FALSE,2025-04-22,Ganpati Group,Vendor,1,2025-04-22,2025-04-22,null,NO,null,sumanathuluri|dvipul|kalyanaraman|kchivukula|ashokrao|pfazzone|vahdat|tkurian|sundar,sumanathuluri,null,Yes,2025-04-22,6. Onboarded,6,4,2,,IN-REMOTE,IN-REMOTE-GEN,null,Vendor,No,FALSE,all_aboard,Saksham,1,6,6,2,1,0,6,4,2,4,2,0,2,1745910103306887,UA,Yes,No,No,No,No
